lei;dispositivo;hierarquia;tipo;numero;artigo;paragrafo;inciso;aliena;parte;titulo;capitulo;secao;subsecao;ano
cf;"VIII - o ato de remoção ou de disponibilidade do magistrado, por interesse público, fundar-se-á em decisão por voto da maioria absoluta do respectivo tribunal ou do Conselho Nacional de Justiça, assegurada ampla defesa;  ";2;i;VIII;93;;VIII;;;IV;III;I;;2019
cf;"VIII-A - a remoção a pedido de magistrados de comarca de igual entrância atenderá, no que couber, ao disposto nas alíneas ""a"", ""b"", ""c"" e ""e"" do inciso II do caput deste artigo e no art. 94 desta Constituição;  ";2;i;VIII;93;;VIII;;;IV;III;I;;2023
cf;"VIII-B - a permuta de magistrados de comarca de igual entrância, quando for o caso, e dentro do mesmo segmento de justiça, inclusive entre os juízes de segundo grau, vinculados a diferentes tribunais, na esfera da justiça estadual, federal ou do trabalho, atenderá, no que couber, ao disposto nas alíneas ""a"", ""b"", ""c"" e ""e"" do inciso II do caput deste artigo e no art. 94 desta Constituição;  ";2;i;VIII;93;;VIII;;;IV;III;I;;2023
cf;"IX todos os julgamentos dos órgãos do Poder Judiciário serão públicos, e fundamentadas todas as decisões, sob pena de nulidade, podendo a lei limitar a presença, em determinados atos, às próprias partes e a seus advogados, ou somente a estes, em casos nos quais a preservação do direito à intimidade do interessado no sigilo não prejudique o interesse público à informação;  ";2;i;IX;93;;IX;;;IV;III;I;;2004
cf;"X as decisões administrativas dos tribunais serão motivadas e em sessão pública, sendo as disciplinares tomadas pelo voto da maioria absoluta de seus membros;  ";2;i;X;93;;X;;;IV;III;I;;2004
cf;"XI nos tribunais com número superior a vinte e cinco julgadores, poderá ser constituído órgão especial, com o mínimo de onze e o máximo de vinte e cinco membros, para o exercício das atribuições administrativas e jurisdicionais delegadas da competência do tribunal pleno, provendo-se metade das vagas por antigüidade e a outra metade por eleição pelo tribunal pleno;  ";2;i;XI;93;;XI;;;IV;III;I;;2004
cf;"XII a atividade jurisdicional será ininterrupta, sendo vedado férias coletivas nos juízos e tribunais de segundo grau, funcionando, nos dias em que não houver expediente forense normal, juízes em plantão permanente;  ";2;i;XII;93;;XII;;;IV;III;I;;2004
cf;"XIII o número de juízes na unidade jurisdicional será proporcional à efetiva demanda judicial e à respectiva população;  ";2;i;XIII;93;;XIII;;;IV;III;I;;2004
cf;"XIV os servidores receberão delegação para a prática de atos de administração e atos de mero expediente sem caráter decisório;  ";2;i;XIV;93;;XIV;;;IV;III;I;;2004
cf;XV a distribuição de processos será imediata, em todos os graus de jurisdição.  ;2;i;XV;93;;XV;;;IV;III;I;;2004
cf;Art. 94. Um quinto dos lugares dos Tribunais Regionais Federais, dos Tribunais dos Estados, e do Distrito Federal e Territórios será composto de membros, do Ministério Público, com mais de dez anos de carreira, e de advogados de notório saber jurídico e de reputação ilibada, com mais de dez anos de efetiva atividade profissional, indicados em lista sêxtupla pelos órgãos de representação das respectivas classes.;4;a;94;94;;;;;IV;III;I;;
cf;Parágrafo único. Recebidas as indicações, o tribunal formará lista tríplice, enviando-a ao Poder Executivo, que, nos vinte dias subseqüentes, escolherá um de seus integrantes para nomeação.;3;pu;pu;94;;;;;IV;III;I;;
cf;Art. 95. Os juízes gozam das seguintes garantias:;4;a;95;95;;;;;IV;III;I;;
cf;"I - vitaliciedade, que, no primeiro grau, só será adquirida após dois anos de exercício, dependendo a perda do cargo, nesse período, de deliberação do tribunal a que o juiz estiver vinculado, e, nos demais casos, de sentença judicial transitada em julgado;";2;i;I;95;;I;;;IV;III;I;;
cf;"II - inamovibilidade, salvo por motivo de interesse público, na forma do art. 93, VIII;";2;i;II;95;;II;;;IV;III;I;;
cf;III - irredutibilidade de subsídio, ressalvado o disposto nos arts. 37, X e XI, 39, § 4º, 150, II, 153, III, e 153, § 2º, I.  ;2;i;III;95;;III;;;IV;III;I;;1998
cf;Parágrafo único. Aos juízes é vedado:;3;pu;pu;95;;;;;IV;III;I;;
cf;"I - exercer, ainda que em disponibilidade, outro cargo ou função, salvo uma de magistério;";2;i;I;95;;I;;;IV;III;I;;
cf;"II - receber, a qualquer título ou pretexto, custas ou participação em processo;";2;i;II;95;;II;;;IV;III;I;;
cf;III - dedicar-se à atividade político-partidária.;2;i;III;95;;III;;;IV;III;I;;
cf;"IV receber, a qualquer título ou pretexto, auxílios ou contribuições de pessoas físicas, entidades públicas ou privadas, ressalvadas as exceções previstas em lei;  ";2;i;IV;95;;IV;;;IV;III;I;;2004
cf;V exercer a advocacia no juízo ou tribunal do qual se afastou, antes de decorridos três anos do afastamento do cargo por aposentadoria ou exoneração.  ;2;i;V;95;;V;;;IV;III;I;;2004
cf;Art. 96. Compete privativamente:;4;a;96;96;;;;;IV;III;I;;
cf;I - aos tribunais:;2;i;I;96;;I;;;IV;III;I;;
cf;"a) eleger seus órgãos diretivos e elaborar seus regimentos internos, com observância das normas de processo e das garantias processuais das partes, dispondo sobre a competência e o funcionamento dos respectivos órgãos jurisdicionais e administrativos;";1;al;a;96;;I;a;;IV;III;I;;
cf;"b) organizar suas secretarias e serviços auxiliares e os dos juízos que lhes forem vinculados, velando pelo exercício da atividade correicional respectiva;";1;al;b;96;;I;b;;IV;III;I;;
cf;"c) prover, na forma prevista nesta Constituição, os cargos de juiz de carreira da respectiva jurisdição;";1;al;c;96;;I;c;;IV;III;I;;
cf;"d) propor a criação de novas varas judiciárias;";1;al;d;96;;I;d;;IV;III;I;;
cf;"e) prover, por concurso público de provas, ou de provas e títulos, obedecido o disposto no art. 169, parágrafo único, os cargos necessários à administração da Justiça, exceto os de confiança assim definidos em lei;";1;al;e;96;;I;e;;IV;III;I;;
cf;"f) conceder licença, férias e outros afastamentos a seus membros e aos juízes e servidores que lhes forem imediatamente vinculados;";1;al;f;96;;I;f;;IV;III;I;;
cf;II - ao Supremo Tribunal Federal, aos Tribunais Superiores e aos Tribunais de Justiça propor ao Poder Legislativo respectivo, observado o disposto no art. 169:;2;i;II;96;;II;;;IV;III;I;;
cf;"a) a alteração do número de membros dos tribunais inferiores;";1;al;a;96;;II;a;;IV;III;I;;
cf;"b) a criação e a extinção de cargos e a remuneração dos seus serviços auxiliares e dos juízos que lhes forem vinculados, bem como a fixação do subsídio de seus membros e dos juízes, inclusive dos tribunais inferiores, onde houver;  ";1;al;b;96;;II;b;;IV;III;I;;2003
cf;"c) a criação ou extinção dos tribunais inferiores;";1;al;c;96;;II;c;;IV;III;I;;
cf;"d) a alteração da organização e da divisão judiciárias;";1;al;d;96;;II;d;;IV;III;I;;
cf;III - aos Tribunais de Justiça julgar os juízes estaduais e do Distrito Federal e Territórios, bem como os membros do Ministério Público, nos crimes comuns e de responsabilidade, ressalvada a competência da Justiça Eleitoral.;2;i;III;96;;III;;;IV;III;I;;
cf;"Parágrafo único. Nos Tribunais de Justiça compostos de mais de 170 (cento e setenta) desembargadores em efetivo exercício, a eleição para os cargos diretivos, de que trata a alínea ""a"" do inciso I docaputdeste artigo, será realizada entre os membros do tribunal pleno, por maioria absoluta e por voto direto e secreto, para um mandato de 2 (dois) anos, vedada mais de 1 (uma) recondução sucessiva.  ";3;pu;pu;96;;;;;IV;III;I;;2024
cf;Art. 97. Somente pelo voto da maioria absoluta de seus membros ou dos membros do respectivo órgão especial poderão os tribunais declarar a inconstitucionalidade de lei ou ato normativo do Poder Público.  (Vide Lei nº 13.105, de 2015) (Vigência);4;a;97;97;;;;;IV;III;I;;
cf;Art. 98. A União, no Distrito Federal e nos Territórios, e os Estados criarão:;4;a;98;98;;;;;IV;III;I;;
cf;"I - juizados especiais, providos por juízes togados, ou togados e leigos, competentes para a conciliação, o julgamento e a execução de causas cíveis de menor complexidade e infrações penais de menor potencial ofensivo, mediante os procedimentos oral e sumaríssimo, permitidos, nas hipóteses previstas em lei, a transação e o julgamento de recursos por turmas de juízes de primeiro grau;";2;i;I;98;;I;;;IV;III;I;;
cf;II - justiça de paz, remunerada, composta de cidadãos eleitos pelo voto direto, universal e secreto, com mandato de quatro anos e competência para, na forma da lei, celebrar casamentos, verificar, de ofício ou em face de impugnação apresentada, o processo de habilitação e exercer atribuições conciliatórias, sem caráter jurisdicional, além de outras previstas na legislação.;2;i;II;98;;II;;;IV;III;I;;
cf;§ 1º Lei federal disporá sobre a criação de juizados especiais no âmbito da Justiça Federal.  (Renumerado pela Emenda Constitucional nº 45, de 2004)  (Vide ADIN 3392);3;p;1;98;1;;;;IV;III;I;;
cf;§ 2º As custas e emolumentos serão destinados exclusivamente ao custeio dos serviços afetos às atividades específicas da Justiça.  ;3;p;2;98;2;;;;IV;III;I;;2004
cf;Art. 99. Ao Poder Judiciário é assegurada autonomia administrativa e financeira.;4;a;99;99;;;;;IV;III;I;;
cf;§ 1º Os tribunais elaborarão suas propostas orçamentárias dentro dos limites estipulados conjuntamente com os demais Poderes na lei de diretrizes orçamentárias.;3;p;1;99;1;;;;IV;III;I;;
cf;§ 2º O encaminhamento da proposta, ouvidos os outros tribunais interessados, compete:;3;p;2;99;2;;;;IV;III;I;;
cf;"I - no âmbito da União, aos Presidentes do Supremo Tribunal Federal e dos Tribunais Superiores, com a aprovação dos respectivos tribunais;";2;i;I;99;2;I;;;IV;III;I;;
cf;II - no âmbito dos Estados e no do Distrito Federal e Territórios, aos Presidentes dos Tribunais de Justiça, com a aprovação dos respectivos tribunais.;2;i;II;99;2;II;;;IV;III;I;;
cf;§ 3º Se os órgãos referidos no § 2º não encaminharem as respectivas propostas orçamentárias dentro do prazo estabelecido na lei de diretrizes orçamentárias, o Poder Executivo considerará, para fins de consolidação da proposta orçamentária anual, os valores aprovados na lei orçamentária vigente, ajustados de acordo com os limites estipulados na forma do § 1º deste artigo.  ;3;p;3;99;3;;;;IV;III;I;;2004
cf;§ 4º Se as propostas orçamentárias de que trata este artigo forem encaminhadas em desacordo com os limites estipulados na forma do § 1º, o Poder Executivo procederá aos ajustes necessários para fins de consolidação da proposta orçamentária anual.  ;3;p;4;99;4;;;;IV;III;I;;2004
cf;§ 5º Durante a execução orçamentária do exercício, não poderá haver a realização de despesas ou a assunção de obrigações que extrapolem os limites estabelecidos na lei de diretrizes orçamentárias, exceto se previamente autorizadas, mediante a abertura de créditos suplementares ou especiais. ;3;p;5;99;5;;;;IV;III;I;;2004
cf;Art. 100. Os pagamentos devidos pelas Fazendas Públicas Federal, Estaduais, Distrital e Municipais, em virtude de sentença judiciária, far-se-ão exclusivamente na ordem cronológica de apresentação dos precatórios e à conta dos créditos respectivos, proibida a designação de casos ou de pessoas nas dotações orçamentárias e nos créditos adicionais abertos para este fim.  ;4;a;100;100;;;;;IV;III;I;;2009
cf;§ 1º Os débitos de natureza alimentícia compreendem aqueles decorrentes de salários, vencimentos, proventos, pensões e suas complementações, benefícios previdenciários e indenizações por morte ou por invalidez, fundadas em responsabilidade civil, em virtude de sentença judicial transitada em julgado, e serão pagos com preferência sobre todos os demais débitos, exceto sobre aqueles referidos no § 2º deste artigo.  (Redação dada pela Emenda Constitucional nº 62, de 2009).;3;p;1;100;1;;;;IV;III;I;;2009
cf;§ 2º Os débitos de natureza alimentícia cujos titulares, originários ou por sucessão hereditária, tenham 60 (sessenta) anos de idade, ou sejam portadores de doença grave, ou pessoas com deficiência, assim definidos na forma da lei, serão pagos com preferência sobre todos os demais débitos, até o valor equivalente ao triplo fixado em lei para os fins do disposto no § 3º deste artigo, admitido o fracionamento para essa finalidade, sendo que o restante será pago na ordem cronológica de apresentação do precatório.  ;3;p;2;100;2;;;;IV;III;I;;2016
cf;§ 3º O disposto no caput deste artigo relativamente à expedição de precatórios não se aplica aos pagamentos de obrigações definidas em leis como de pequeno valor que as Fazendas referidas devam fazer em virtude de sentença judicial transitada em julgado.  (Redação dada pela Emenda Constitucional nº 62, de 2009).;3;p;3;100;3;;;;IV;III;I;;2009
cf;§ 4º Para os fins do disposto no § 3º, poderão ser fixados, por leis próprias, valores distintos às entidades de direito público, segundo as diferentes capacidades econômicas, sendo o mínimo igual ao valor do maior benefício do regime geral de previdência social.  (Redação dada pela Emenda Constitucional nº 62, de 2009).;3;p;4;100;4;;;;IV;III;I;;2009
cf;§ 5º É obrigatória a inclusão no orçamento das entidades de direito público de verba necessária ao pagamento de seus débitos oriundos de sentenças transitadas em julgado constantes de precatórios judiciários apresentados até 2 de abril, fazendo-se o pagamento até o final do exercício seguinte, quando terão seus valores atualizados monetariamente.  (Redação dada pela Emenda Constitucional nº 114, de 2021)  (Vigência);3;p;5;100;5;;;;IV;III;I;;2021
cf;§ 6º As dotações orçamentárias e os créditos abertos serão consignados diretamente ao Poder Judiciário, cabendo ao Presidente do Tribunal que proferir a decisão exequenda determinar o pagamento integral e autorizar, a requerimento do credor e exclusivamente para os casos de preterimento de seu direito de precedência ou de não alocação orçamentária do valor necessário à satisfação do seu débito, o sequestro da quantia respectiva.  (Redação dada pela Emenda Constitucional nº 62, de 2009).;3;p;6;100;6;;;;IV;III;I;;2009
cf;§ 7º O Presidente do Tribunal competente que, por ato comissivo ou omissivo, retardar ou tentar frustrar a liquidação regular de precatórios incorrerá em crime de responsabilidade e responderá, também, perante o Conselho Nacional de Justiça.  (Incluído pela Emenda Constitucional nº 62, de 2009).;3;p;7;100;7;;;;IV;III;I;;2009
cf;§ 8º É vedada a expedição de precatórios complementares ou suplementares de valor pago, bem como o fracionamento, repartição ou quebra do valor da execução para fins de enquadramento de parcela do total ao que dispõe o § 3º deste artigo.  (Incluído pela Emenda Constitucional nº 62, de 2009).;3;p;8;100;8;;;;IV;III;I;;2009
cf;§ 9º Sem que haja interrupção no pagamento do precatório e mediante comunicação da Fazenda Pública ao Tribunal, o valor correspondente aos eventuais débitos inscritos em dívida ativa contra o credor do requisitório e seus substituídos deverá ser depositado à conta do juízo responsável pela ação de cobrança, que decidirá pelo seu destino definitivo.  ;3;p;9;100;9;;;;IV;III;I;;2021
cf;§ 10. Antes da expedição dos precatórios, o Tribunal solicitará à Fazenda Pública devedora, para resposta em até 30 (trinta) dias, sob pena de perda do direito de abatimento, informação sobre os débitos que preencham as condições estabelecidas no § 9º, para os fins nele previstos.  ;3;p;10;100;10;;;;IV;III;I;;2009
cf;§ 11. É facultada ao credor, conforme estabelecido em lei do ente federativo devedor, com auto aplicabilidade para a União, a oferta de créditos líquidos e certos que originalmente lhe são próprios ou adquiridos de terceiros reconhecidos pelo ente federativo ou por decisão judicial transitada em julgado para:  ;3;p;11;100;11;;;;IV;III;I;;2021
cf;"I - quitação de débitos parcelados ou débitos inscritos em dívida ativa do ente federativo devedor, inclusive em transação resolutiva de litígio, e, subsidiariamente, débitos com a administração autárquica e fundacional do mesmo ente;  ";2;i;I;100;11;I;;;IV;III;I;;2021
